조합 이름,편의점,주요 상품,보조 상품(들),키워드 / 상황,카테고리,원문 URL (출처)
에너지 풀충전 세트,공통,핫식스,"초콜릿바, 비타민","에너지, 활력, 졸음 방지, 밤샘, 공부, 업무, 피로 해소",음료/간식,[AI 증강]
혼자 먹는 고급 만찬 세트,GS25,스테이크 도시락,"탄산수, 피클","혼밥, 고급, 특별한 날, 기분 전환, 나를 위한 선물",식사,[AI 증강]
비오는 날 따뜻한 국물 세트,세븐일레븐,어묵탕,"김치, 라면사리","비, 따뜻함, 국물, 야식, 술안주, 센치, 편안함",술안주/야식,[AI 증강]
"캠핑의 밤, 낭만 세트",CU,바베큐맛 스낵,"맥주, 불꽃놀이","캠핑, 밤, 낭만, 불멍, 별, 친구, 추억, 즐거움",간식/술안주,[AI 증강]
퇴근 후 맥주 한잔 세트,공통,수입맥주,"나쵸, 살사소스","퇴근, 휴식, 스트레스 해소, 혼술, 시원함, 자유",술안주,[AI 증강]
야근 퇴치 세트,GS25,에너지 드링크 (핫식스),"매운맛 스낵 (신당동 떡볶이 과자), 아메리카노","야근, 졸릴 때, 집중력 향상, 정신 번쩍, 밤샘, 회사, 피곤, 극복",간식/음료,[AI 증강]
혼술 달래줌 세트,세븐일레븐,수입 맥주 (4캔),"나쵸, 살사 소스, 육포","혼술, 쓸쓸한 밤, 위로, 영화 감상, 주말, 퇴근 후, 맥주, 안주",술안주/야식,[AI 증강]
비 오는 날 라면 세트,공통,라면 (신라면),"김치, 삼각김밥 (참치마요), 계란","비 오는 날, 따뜻함, 국물, 집콕, 넷플릭스, 촉촉한 날씨, 뜨끈",라면/분식 조합,[AI 증강]
월급날 FLEX 세트,CU,프리미엄 도시락 (고기),"탄산 음료, 아이스크림 (하겐다즈), 고급 과자","월급날, 풍족, 행복, 자축, 보상, 스트레스 해소, 맛있는 음식",식사/디저트,[AI 증강]
캠핑 파이어 세트,GS25,마시멜로우,"숯불구이 맛 스낵, 초콜릿, 나무젓가락","캠핑, 불멍, 달콤, 추억, 밤, 친구, 가족, 여행",간식/디저트,[AI 증강]
늦잠 탈출 세트,세븐일레븐,커피 (에스프레소),"초콜릿바, 견과류, 물","늦잠, 지각, 정신 차려, 카페인, 에너지, 학교, 회사, 빠른 아침",간식/음료,[AI 증강]
고백 성공 기원 세트,공통,페레로 로쉐,"향수 (미니), 손편지 용지, 따뜻한 음료","고백, 설렘, 긴장, 성공, 응원, 두근거림, 사랑, 행운",선물/기념일,[AI 증강]
눈 오는 날 낭만 세트,CU,호빵 (단팥),"따뜻한 우유, 핫팩, 귤","눈, 겨울, 따뜻함, 낭만, 포근함, 감성, 집 앞, 데이트",간식/음료,[AI 증강]
시험 D-DAY 세트,GS25,에너지바,"이온 음료, 사탕, 볼펜","시험, 긴장, 집중, 합격 기원, 응원, 마지막 스퍼트, 뇌 활성화",간식/학용품,[AI 증강]
숙취 해소 끝판왕 세트,세븐일레븐,헛개수,"해장 라면, 아이스크림 (스크류바), 스포츠 음료","숙취, 괴로움, 해장, 속 쓰림, 갈증, 술, 다음 날, 회복",음료/라면,[AI 증강]
미세먼지 OUT 세트,공통,생수 (2L),"배즙, 마스크, 비타민","미세먼지, 목 건강, 답답함, 건강, 청량, 기관지, 보호",건강/생활,[AI 증강]
솔로 크리스마스 세트,CU,케이크 (미니),"와인 (미니), 영화 DVD, 담요","크리스마스, 혼자, 아늑함, 위로, 감성, 영화 감상, 특별한 날",음식/선물,[AI 증강]
우울한 날 극복 세트,GS25,초콜릿 (가나),"바나나 우유, 젤리, 힐링 음악 앱 이용권","우울, 기분 전환, 달콤함, 위로, 행복, 에너지 충전, 극복",간식/음료,[AI 증강]
여행 출발 전 세트,세븐일레븐,멀미약,"껌, 물티슈, 충전기","여행, 설렘, 준비, 안전, 편안함, 이동, 즐거움, 필수템",여행/필수품,[AI 증강]
피크닉 도시락 세트,공통,유부초밥,"과일, 주스, 물","피크닉, 봄, 나들이, 햇살, 즐거움, 도시락, 자연, 여유",음식/나들이,[AI 증강]
심야 영화 관람 세트,CU,팝콘,"콜라, 오징어, 담요","심야 영화, 어두움, 긴장, 즐거움, 간식, 편안함, 집중",간식/영화,[AI 증강]
감기 초기 격퇴 세트,GS25,쌍화탕,"꿀물, 비타민C, 따뜻한 물","감기, 몸살, 건강, 따뜻함, 회복, 초기, 면역력, 이겨내자",건강/음료,[AI 증강]
스트레스 해소 꿀조합,세븐일레븐,매운 닭꼬치,"쿨피스, 아이스크림, 탄산수","스트레스, 매운맛, 시원함, 달콤함, 자극, 해소, 불쾌지수",간식/음료,[AI 증강]
혼자 떠나는 즉흥 여행 세트,공통,선글라스,"보조 배터리, 지도, 물","즉흥 여행, 자유, 설렘, 혼자, 새로운 경험, 모험, 힐링",여행/필수품,[AI 증강]
입맛 없을 때 세트,CU,요거트,"시리얼, 꿀, 과일","입맛 없음, 상큼함, 건강, 가벼움, 아침, 활력, 식욕",간식/식사,[AI 증강]
퇴근 후 힐링 세트,GS25,족욕제,"따뜻한 차, 안대, 아로마 오일","퇴근 후, 힐링, 휴식, 피로, 편안함, 안정, 하루 마무리",생활/휴식,[AI 증강]
공부하다 지칠 때 세트,세븐일레븐,믹스커피,"사탕, 초콜릿, 견과류","공부, 졸림, 집중력 저하, 당 충전, 간식, 에너지, 극복",간식/음료,[AI 증강]
매운맛 도전 세트,공통,핵불닭볶음면,"우유, 치즈, 단무지","매운맛, 도전, 극강, 스트레스 해소, 얼얼함, 중독, 화끈",라면/분식,[AI 증강]
혼자 떠나는 겨울 바다 세트,CU,핫팩,"따뜻한 커피, 장갑, 목도리","겨울 바다, 혼자, 고독, 추위, 낭만, 사색, 감성",여행/방한용품,[AI 증강]
심야 게임 필수 세트,GS25,에너지 드링크,"나쵸, 콜라, 눈 보호 안경","게임, 밤샘, 집중, 승리, 짜릿함, 간식, 졸음 방지",간식/게임,[AI 증강]
장마철 꿉꿉함 날리는 세트,세븐일레븐,제습제,"섬유 향수, 빨래 건조 시트, 아이스 아메리카노","장마, 습함, 꿉꿉함, 불쾌지수, 상쾌함, 향기, 뽀송함",생활/장마,[AI 증강]
미팅 성공률 UP 세트,공통,가글,"사탕, 핸드크림, 립밤","미팅, 첫인상, 호감, 자신감, 에티켓, 깔끔함, 설렘",뷰티/생활,[AI 증강]
새벽 등산 도전 세트,CU,헤드랜턴,"물, 에너지바, 등산 양말","등산, 새벽, 도전, 성취감, 건강, 자연, 상쾌함",스포츠/여행,[AI 증강]
이사 후 첫 끼 세트,GS25,짜장라면,"단무지, 김치, 탄산음료","이사, 첫 끼, 허기, 간편함, 새로운 시작, 혼란, 배달",라면/분식,[AI 증강]
벌칙! 엽기 괴식 세트,세븐일레븐,바밤바,"불닭볶음면 스프, 김치, 식초","벌칙, 괴식, 엽기, 충격, 혼돈, 웃음, 극한",괴식/벌칙,[AI 증강]
화이트데이 고백 실패 위로 세트,공통,아이스크림 (벤앤제리스),"영화 티켓, 담요, 눈물 닦을 휴지","화이트데이, 실패, 위로, 슬픔, 극복, 영화, 힐링",위로/선물,[AI 증강]
벚꽃 구경 필수 세트,CU,돗자리,"김밥, 음료수, 셀카봉","벚꽃, 봄, 설렘, 피크닉, 사진, 데이트, 추억",나들이/필수품,[AI 증강]
여름밤 모기 퇴치 세트,GS25,모기향,"모기 스프레이, 버물리, 아이스 커피","여름, 모기, 밤, 가려움, 퇴치, 시원함, 불쾌감",생활/여름,[AI 증강]
"늦은 밤, 죄책감 자극 야식 세트",세븐일레븐,치즈불닭볶음면,"삼각김밥 (전주비빔), 콜라, 닭꼬치","야식, 죄책감, 후회, 맛있음, 멈출 수 없어, 살찌는 소리",야식/라면,[AI 증강]
월요병 극복 세트,공통,핫식스,"달달한 초콜릿, 비타민, 좋아하는 노래 스트리밍","월요병, 출근, 피곤, 무기력, 극복, 에너지, 긍정",음료/간식,[AI 증강]
장거리 운전 졸음 방지 세트,CU,졸음 방지 껌,"아메리카노, 물, 견과류","운전, 졸음, 장거리, 안전, 집중, 상쾌, 각성",운전/필수품,[AI 증강]
친구와 함께 즐거운 수다 세트,GS25,스낵 과자,"탄산 음료, 아이스크림, 젤리","친구, 수다, 즐거움, 웃음, 편안함, 간식, 추억",간식/음료,[AI 증강]
혼자만의 조용한 독서 세트,세븐일레븐,따뜻한 차,"쿠키, 책갈피, 무릎 담요","독서, 조용함, 평화, 휴식, 지식, 감성, 사색",음료/생활,[AI 증강]
뜻밖의 행운을 빌어주는 세트,공통,로또,"행운 부적, 네잎클로버, 소원 팔찌","행운, 기대, 설렘, 꿈, 희망, 기적, 긍정",재미/기원,[AI 증강]
이열치열! 더위 이기는 매운맛 세트,CU,불닭볶음면,"얼음 물, 쿨피스, 선풍기","여름, 더위, 매운맛, 이열치열, 도전, 극복, 시원함",라면/음료,[AI 증강]
운동 후 단백질 보충 세트,GS25,닭가슴살,"프로틴 음료, 견과류, 바나나","운동, 건강, 단백질, 근육, 활력, 몸매 관리, 상쾌함",건강/식사,[AI 증강]
갑작스런 생리통 완화 세트,세븐일레븐,핫팩,"진통제, 따뜻한 물, 초콜릿","생리통, 고통, 위로, 따뜻함, 안정, 편안함, 여성",건강/여성,[AI 증강]
심심한 주말 달래주는 세트,공통,보드 게임,"스낵, 음료수, 친구 초대권","주말, 심심함, 즐거움, 친구, 게임, 웃음, 추억",재미/간식,[AI 증강]
비오는 날 감성 충전 세트,CU,LP 플레이어 (미니),"따뜻한 커피, 초, 좋아하는 음악","비, 감성, 음악, 따뜻함, 위로, 아늑함, 추억",음악/생활,[AI 증강]
크리스마스 홈파티 세트,GS25,케이크,"와인, 풍선, 파티 용품","크리스마스, 파티, 즐거움, 행복, 친구, 가족, 추억",파티/음식,[AI 증강]
퇴사 기념 자축 세트,세븐일레븐,샴페인,"스테이크, 분위기 있는 조명, 퇴사 기념 뱃지","퇴사, 자유, 해방, 행복, 새로운 시작, 자축, 홀가분",자축/음식,[AI 증강]
출근길 힐링 세트,공통,이어폰,"좋아하는 음악 스트리밍, 따뜻한 커피, 긍정적인 문구","출근길, 힐링, 위로, 음악, 긍정, 활력, 하루 시작",음악/생활,[AI 증강]
월급날 FLEX 세트,공통,수입맥주 (4캔),"육포, 나쵸, 수입과자","월급날, 스트레스 해소, 탕진잼, 퇴근 후 만찬, 혼술, 행복, 풍족한 저녁",술안주/야식,[AI 증강]
비 오는 날 파전 세트,GS25,김치전 (냉장),"막걸리, 컵라면 (매운맛)","비 오는 날, 파전, 막걸리, 꿀꿀한 날씨, 집콕, 넷플릭스, 빗소리 ASMR, 늦잠",간편식사/안주,[AI 증강]
숙취 해소 끝판왕,세븐일레븐,해장라면 (컵),"헛개차, 숙취해소제, 스포츠 음료","숙취, 다음날, 괴로움, 술병, 아침, 점심, 속 쓰림, 땀",음료/라면,[AI 증강]
심야 영화관 데이트,CU,팝콘 (카라멜),"콜라, 오징어, 초콜릿","영화, 심야, 데이트, 주말, 달콤, 짭짤, 몰래 먹기, 속삭임",간식/스낵,[AI 증강]
자취생 초간단 저녁,공통,햇반,"참치캔, 김치, 계란","자취, 귀찮음, 간단, 저렴, 밥, 꿀맛, 후다닥, 배부름",간편식사,[AI 증강]
캠핑 필수템,GS25,숯불 바베큐맛 스낵,"마시멜로우, 맥주, 생수","캠핑, 불멍, 밤, 추억, 여행, 친구, 웃음, 별",스낵/음료,[AI 증강]
눈 오는 날의 낭만,세븐일레븐,호빵 (단팥),"따뜻한 우유, 귤, 핫팩","눈, 겨울, 따뜻함, 포근함, 달콤함, 추억, 첫눈, 낭만",간식/음료,[AI 증강]
게임 폐인 야식,CU,에너지 드링크,"매운 스낵, 닭꼬치, 핫바","게임, 밤샘, 졸림, 짜릿함, 매움, 중독, 승리, 집중",스낵/에너지,[AI 증강]
고시생 응원 세트,공통,견과류,"커피, 비타민, 초콜릿","시험, 공부, 집중력, 졸림, 불안, 응원, 합격, 노력",간식/음료,[AI 증강]
솔로 크리스마스 만찬,GS25,조각 케이크,"와인, 치킨, 과자","크리스마스, 혼자, 외로움, 달콤함, 위로, 영화, 행복, 자유",간식/술안주,[AI 증강]
최애 드라마 정주행,세븐일레븐,즉석 팝콘,"탄산음료, 감자칩, 젤리","주말, 드라마, 몰아보기, 여유, 행복, 눈물, 웃음, 감동",스낵/음료,[AI 증강]
피크닉 갬성,CU,미니 샌드위치,"탄산수, 과일, 예쁜 냅킨","피크닉, 공원, 햇살, 친구, 사진, 예쁨, 소풍, 행복",간편식사/음료,[AI 증강]
칼퇴 기념 혼술,공통,캔맥주,"쥐포, 땅콩, 프링글스","칼퇴, 자유, 행복, 시원함, 위로, 혼술, 드라마, 소소함",술안주,[AI 증강]
늦잠 후 브런치,GS25,모닝빵,"딸기잼, 크림치즈, 우유","주말, 늦잠, 여유, 브런치, 달콤, 상큼, 행복, 게으름",간편식사,[AI 증강]
매운맛 폭발 스트레스 해소,세븐일레븐,불닭볶음면,"쿨피스, 삼각김밥, 치즈","스트레스, 매움, 화남, 짜증, 해소, 땀, 콧물, 후련",라면/분식,[AI 증강]
출근길 에너지 충전,CU,샌드위치,"커피, 에너지바, 과일","출근, 아침, 졸림, 피곤, 에너지, 활력, 상쾌, 긍정",간편식사/음료,[AI 증강]
혼자 떠나는 즉흥 여행,공통,김밥,"물, 과자, 이어폰","여행, 자유, 설렘, 혼자, 즉흥, 휴식, 풍경, 힐링",간편식사,[AI 증강]
장마철 집콕 힐링,GS25,컵라면 (얼큰),"핫도그, 김치, 계란","장마, 비, 집콕, 따뜻함, 편안함, 영화, 게임, 힐링",라면/간편식사,[AI 증강]
스터디 카페 필수템,세븐일레븐,아메리카노,"사탕, 초콜릿, 껌","공부, 집중, 졸림, 당 충전, 시험, 합격, 스터디, 열공",음료/간식,[AI 증강]
새벽 감성 폭발,CU,아이스크림,"과자, 따뜻한 우유, 담요","새벽, 감성, 외로움, 위로, 달콤함, 추억, 노래, 센치",간식,[AI 증강]
혼밥 고수의 선택,공통,도시락,"탄산음료, 김치, 계란후라이","혼밥, 점심, 저녁, 간단, 빠름, 맛있음, 가성비, 만족",간편식사,[AI 증강]
등산 후 꿀맛 간식,GS25,에너지바,"물, 초콜릿, 견과류","등산, 운동, 건강, 상쾌, 피곤, 에너지, 꿀맛, 정상",간식/음료,[AI 증강]
불금 치팅데이,세븐일레븐,피자,"맥주, 콜라, 감자튀김","불금, 치팅데이, 행복, 스트레스 해소, 맛, 즐거움, 보상",간편식사/술안주,[AI 증강]
택배 기다리는 간식,CU,젤리,"탄산음료, 과자, 초콜릿","기다림, 설렘, 간식, 무료함, 기대, 행복, 달콤함, 즐거움",간식,[AI 증강]
나만의 비밀 아지트,공통,컵라면 (작은 컵),"삼각김밥, 음료수, 만화책","혼자, 조용함, 여유, 휴식, 행복, 비밀, 아지트, 나만의 시간",간편식사/취미,[AI 증강]
단짠단짠 무한루프,GS25,카라멜 팝콘,"소금맛 감자칩, 콜라, 초콜릿","단짠, 무한, 멈출 수 없음, 중독, 간식, 영화, 주말, 행복",스낵/음료,[AI 증강]
취업 성공 자축 파티,세븐일레븐,샴페인,"치즈, 크래커, 케이크","취업, 성공, 축하, 기쁨, 행복, 미래, 희망, 파티",술안주/축하,[AI 증강]
비행기 안 무료함 달래기,CU,육포,"젤리, 이어폰, 안대","여행, 비행기, 무료함, 지루함, 설렘, 기대, 휴식, 편안함",간식/여행,[AI 증강]
할머니 댁 방문,공통,찹쌀떡,"식혜, 사탕, 과일","할머니, 그리움, 따뜻함, 행복, 추억, 사랑, 가족, 편안함",간식/음료,[AI 증강]
아침 운동 후 상쾌함,GS25,단백질 음료,"바나나, 견과류, 물","운동, 건강, 상쾌함, 활력, 에너지, 아침, 긍정, 행복",음료/간식,[AI 증강]
새해 다짐 성공 기원,세븐일레븐,비타민,"견과류, 에너지바, 물","새해, 다짐, 성공, 건강, 활력, 긍정, 희망, 노력",건강/간식,[AI 증강]
버스 놓친 날의 분노,CU,매운 라면,"초코우유, 아이스크림, 핫팩","분노, 짜증, 지각, 추움, 위로, 달콤함, 매움, 후회",간편식사/위로,[AI 증강]
퇴근 후 힐링 마사지,공통,따뜻한 물,"족욕제, 안대, 이어폰","퇴근, 피로, 힐링, 편안함, 휴식, 따뜻함, 안정, 행복",생활/휴식,[AI 증강]
늦은 밤 허기 달래기,GS25,삼각김밥,"컵라면, 우유, 소시지","밤, 허기, 야식, 간단, 빠름, 든든, 맛있음, 만족",간편식사,[AI 증강]
친구 생일 축하,세븐일레븐,케이크,"샴페인, 초콜릿, 풍선","생일, 축하, 기쁨, 행복, 우정, 선물, 파티, 추억",축하/간식,[AI 증강]
나만의 작은 사치,CU,수입 과자,"커피, 초콜릿, 젤리","사치, 행복, 즐거움, 간식, 달콤함, 위로, 선물, 만족",간식,[AI 증강]
더위 이기는 간식,공통,아이스크림,"탄산음료, 수박, 얼음컵","더위, 시원함, 상쾌함, 달콤함, 행복, 여름, 휴식, 에너지",간식/음료,[AI 증강]
추억의 불량식품,GS25,아폴로,"쫀드기, 꾀돌이, 콜라","추억, 어릴 적, 향수, 즐거움, 달콤함, 친구, 웃음, 행복",간식,[AI 증강]
기말고사 D-DAY,세븐일레븐,에너지 드링크,"초콜릿, 견과류, 커피","기말고사, 시험, 집중, 불안, 초조, 합격, 노력, 간절",에너지/간식,[AI 증강]
혼자 떠나는 바다 여행,CU,새우깡,"맥주, 선글라스, 돗자리","바다, 여행, 혼자, 자유, 낭만, 갈매기, 파도, 행복",스낵/여행,[AI 증강]
화이트데이 고백 성공,공통,사탕,"초콜릿, 꽃, 편지","화이트데이, 사랑, 고백, 성공, 기쁨, 행복, 설렘, 두근거림",선물/사랑,[AI 증강]
퇴근길 급만남,GS25,맥주,"닭꼬치, 쥐포, 과자","퇴근, 친구, 만남, 즐거움, 수다, 스트레스 해소, 웃음, 행복",술안주/만남,[AI 증강]
봄맞이 벚꽃놀이,세븐일레븐,도시락,"벚꽃맛 음료, 돗자리, 카메라","봄, 벚꽃, 나들이, 설렘, 아름다움, 행복, 추억, 사진",간편식사/계절,[AI 증강]
갑작스러운 소나기,CU,우산,"따뜻한 커피, 초콜릿, 담요","비, 당황, 추위, 따뜻함, 위로, 안정, 편안함, 감사",생활/위로,[AI 증강]
